word	anger	fear	joy	love	sadness	surprise	thankfulness	disgust	guilt	totalClassify	correctIfAll	correctIfSingle	trust
helped	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#happybirthdaytome	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
finish	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
threw	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
scratches	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
lge	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
mails	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
sexism	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
leather	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
feels	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
attacked	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#thedeathofstudentdemocracy	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
honor	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
insatiable	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
jacko	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
owa	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#video	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#rawphotageproductions	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#uk	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#moneytake	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
—is	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
touched	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
horrible	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
feelings	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
marianne	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
chelseeyaa	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
belly	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#skeletonwingsnigga	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#woman	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#raynniere	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
nicholas	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
firestone	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
matthew	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
ap	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
rs	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
floor	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
fairwhy	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#xalessyax	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
woman	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#depressing	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
bridge	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
sen	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#wtf	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
plant	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
pen	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
skeletons	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
semesters	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
cumshot	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
chose	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#instamotivation	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
thesofiya	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#majorrager	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#boo	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#manresa	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
jodiesiverns	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
jacobyshaddix	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
fellow	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
granny	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
bonnie	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#tryharder	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
beats	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#smiler	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
easiest	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
pillow	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
aral	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
starting	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
plan	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#inspirational	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
scoop	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
pa?	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
puy	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
group	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
kindly	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#mood	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
toward	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#mrsandman	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
yax	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#quotation	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
fact	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
meet	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
cheer	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#mustache	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
lela	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
destroy	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
bagenalstown	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
after	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
hout	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#thumbsup	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#babydick	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
tuesday	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
pictures	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#nextupis	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
it!!!	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
thinks	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
swan	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
delish	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#donlemonreporting	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
ians	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
interesting	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#raman	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
jones	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#mother	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
faa	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
chefs!	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
poop	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
abuse	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
phobia	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#is	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
christophe	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
johnny	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#miltongrimm	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
simplest	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
fka	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#sam	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#fancy	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#whichoneareyou	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#weights	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
dcu	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#bike	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#anxiety	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
pns	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
dwell	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
galileo	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
gallery	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
rosy	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
devamsizliktan	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#snakes	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
current	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#jerusalem	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#tits	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
thetripdaddy	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
fck	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#gain	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#leisure	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
yesterday	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
data	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#notfair	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#avfc	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#austrailia	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#cutie	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
sars!!!	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#vodafone	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
vote	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
wtf	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#katannaislife	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
mixman	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#goodlife	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#afterall	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
heat	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
aches	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#cmon	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
roses	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#england	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
frustrated	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
planet	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#food	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#crying	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#growingupfast	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
jews	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
bay	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#architecture	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#iloveitthouh	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#honored	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
pet	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#latepost	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
writer	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
inter	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
drive	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#cancer	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#ravenqueen	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#hearts	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#mum	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
ext	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
maths	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
presidential	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#scarecrow	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
engene	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
tho!	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#fucker	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
heading	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
:*	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#show	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#quierocomer	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#kizomba	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#valley	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
busted	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
yup	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#sleepy	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
checkout	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#humbled	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#dunnowhatidid	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
flavored	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#matthewmcconauguey	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#jian	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
filipina	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#hemmo	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#pillowfight	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#lateselfie	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#gulit	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
experienced	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
pines	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
micro	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#often	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
littlebit	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#hardcoremature	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
pig	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
cuz	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#throwbackthursday	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
unu	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
france	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#getoutofafunk	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
mlk	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
puts	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
stance	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
responding	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
?!?!?	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#sshhh	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#dancers	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
favors	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#binoo	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
adorable	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#funnyvine	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
vegans	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#kneekilledme	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#lumia	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
pregnancy	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
bombings	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
macaroons	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
tagging	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
catastrophic	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
becomes	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
coach	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
mier	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
jealous	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
fecking	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
stu	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
article	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#mcnope	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
ideas	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#jewelcandle	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
krantindtv	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#serene	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
held	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
?a	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
albert	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#growup	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
treats	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#gameon	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
ma	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
fashions	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
intense	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
misaligned	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
ticket	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
loads	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
bae	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
evil	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#mrmen	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
al	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#pharmacy	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#eyes	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
site	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
achieving	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#goodtime	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#neededit	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
nc	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
fod	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#treatothershowyouwanttobetreated	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
odd	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
dew	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
tina	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#friendship	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
blow	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
based	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
disability	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
ßta	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
terribly	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
laurie	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#miswrable	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
ferguson	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#badmood	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#neworleansculture	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#beach	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
burj	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#apricotlanelv	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#sister	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#courage	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#shorthair	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
exercise	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
village	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
nys	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#travels	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
whyjust	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#terminator	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
wall	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
renata	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#iran	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#loves	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#notokay	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#soon	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#narcissistic	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#marin	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
halia	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
ukip	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
film	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#damn	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
?nline!!!	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#strangle	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
pin	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
window	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#shesaidyes	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
rise	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#nomoney	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#askingquestions	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#dailytweet	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
zodiac	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
sleeping	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#federal	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#unj	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
route	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
fb	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#welcomehome	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
too	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#policlinic	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
page	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
god!	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
culture	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
chipper	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#reality	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
#theater	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#feelingfab	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
demand	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
chill	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#adult	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
create	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
rb	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
noelmaddelin	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
shhh	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
joes	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
hostess	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
#fb	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
reserved	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
ffs	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#recipe	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#natal	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
orbs	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
upgrade	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
#bespoke	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
width	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
ist	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
pelletier	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
penalty	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
bruce	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
jackets	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
ris	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
motor	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
cuties	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
davies	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
finishes	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
fixed	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#instamoment	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
violent	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
nurses	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
joaquin	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#liedto	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
hotel	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
#minipin	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#japan	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
shift	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
kerushapuckree	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
sector	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
huge	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#words	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#breakfast	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
repeat	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#hateher	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
#white	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
lappe	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
#eminem	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
mums	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
african	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
reader	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
probs	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#intuition	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
ti	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
minored	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
highlight	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
gone	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
papa	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
herself	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
streets	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
improved	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
#liveabetterlife	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
military	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#armyboyfriend	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
throat	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
yre	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
force	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
bye	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
alexandrarcori	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
arkham	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
thora	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
turner	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
p?µe	1	0	0	0	0	0	0	0	0	0	0	0		-1.0
er	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
print	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#mcdonalds	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
dylans	0	0	0	0	0	0	1	0	0	0	0	0		-1.0
tits	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
#tarta	0	0	1	0	0	0	0	0	0	0	0	0		-1.0
bleeping	0	0	0	0	1	0	0	0	0	0	0	0		-1.0
patient	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
maggot	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#ishallgo	0	0	0	0	0	1	0	0	0	0	0	0		-1.0
about	0	0	0	0	0	0	0	0	1	0	0	0		-1.0
#whitewash	0	0	0	0	0	0	0	1	0	0	0	0		-1.0
survivor	0	0	0	1	0	0	0	0	0	0	0	0		-1.0
pe	0	1	0	0	0	0	0	0	0	0	0	0		-1.0
